PG.ProteinAccessions	PG.Genes	PG.ProteinDescriptions	PG.ProteinNames	PG.Qvalue	[1] hela_DIA9_S1-A9_1_9613.d.PG.Quantity	[2] hela_DIA10_S1-A10_1_9640.d.PG.Quantity	[3] hela_DIA11_S1-A11_1_9667.d.PG.Quantity	[4] hela_DIA12_S1-A1_1_9711.d.PG.Quantity	[5] hela_DIA13_S1-A2_1_9731.d.PG.Quantity	[6] hela_DIA1_S1-A5_1_9193.d.PG.Quantity	[7] hela_DIA2_S1-A6_1_9227.d.PG.Quantity	[8] hela_DIA3_S1-A1_1_9268.d.PG.Quantity	[9] hela_DIA4_S1-A2_1_9308.d.PG.Quantity	[10] hela_DIA5_S1-A3_1_9353.d.PG.Quantity	[11] hela_DIA6_S1-A6_1_9491.d.PG.Quantity	[12] hela_DIA7_S1-A7_1_9531.d.PG.Quantity	[13] hela_DIA8_S1-A8_1_9571.d.PG.Quantity
Q8IY22	CMIP	C-Maf-inducing protein	CMIP_HUMAN	0	152.0508118	146.9399109	163.9557037	118.7422943	137.845993	65.25102234	76.16204071	86.558815	97.48979187	98.85633087	140.7039795	105.7714233	99.09570313
Q8IY31	IFT20	Intraflagellar transport protein 20 homolog	IFT20_HUMAN	0	67.26538849	84.9848938	101.4769974	62.39933014	63.38552094	53.66758347	59.44477463	65.31921387	43.35883331	34.66390228	79.38262177	58.69636536	63.58945465
Q8IY33	MICALL2	MICAL-like protein 2	MILK2_HUMAN	0.002345216	156.175705	167.9552612	NaN	194.3184662	132.9259338	136.4167786	83.87765503	179.5692902	170.9234314	219.3095551	209.7458191	175.3346405	187.5413971
Q8IY37	DHX37	Probable ATP-dependent RNA helicase DHX37	DHX37_HUMAN	0	638.3878784	625.739502	522.7038574	509.6896667	561.2161865	451.7920227	442.4286804	440.9408569	516.3452759	489.1375427	547.8441162	599.5397339	487.6401978
Q8IY47	KBTBD2	Kelch repeat and BTB domain-containing protein 2	KBTB2_HUMAN	0	141.2731323	220.8763428	216.5097198	157.9081116	125.4147186	130.9159241	134.4929352	207.8147125	110.4800949	149.4078979	112.7236862	128.8404541	191.9605865
Q8IY67	RAVER1	Ribonucleoprotein PTB-binding 1	RAVR1_HUMAN	0	587.2140503	583.414856	583.8174438	605.3156128	629.1514282	584.5493164	532.7219849	598.1690674	576.9950562	586.3492432	559.1189575	568.3098145	589.4988403
Q8IY81	FTSJ3	pre-rRNA 2'-O-ribose RNA methyltransferase FTSJ3	SPB1_HUMAN	0	1087.695801	1040.887329	1006.951111	1125.059937	1038.175415	1001.279785	954.2252197	1018.426697	1017.153931	990.2977905	933.1068115	927.6782227	1000.66803
Q8IY95	TMEM192	Transmembrane protein 192	TM192_HUMAN	0	228.6300507	263.257019	260.1336975	179.2264557	209.2614288	163.0553741	204.7960815	221.640564	224.1514435	226.0695496	245.5385895	226.3349609	207.3970795
Q8IYB1	MB21D2	Nucleotidyltransferase MB21D2	M21D2_HUMAN	0	3451.21875	3382.643799	2237.281006	1959.83313	1980.218018	1628.802856	160.6231384	1541.04895	1571.449341	1252.727417	2594.868652	1455.372925	1144.006714
Q8IYB3	SRRM1	Serine/arginine repetitive matrix protein 1	SRRM1_HUMAN	0	185.964798	190.2352905	207.1921997	124.7555771	121.0990067	168.3574066	174.4109344	188.3507385	187.8378906	187.4501953	189.5033722	182.3779449	193.7309265
Q8IYB5	SMAP1	Stromal membrane-associated protein 1	SMAP1_HUMAN	0	486.0518799	445.6697083	425.9464722	387.9386902	371.9140625	356.2401428	370.0218811	385.8679199	354.161499	382.8294067	376.6847229	422.7125854	457.9927368
Q8IYB7	DIS3L2	DIS3-like exonuclease 2	DI3L2_HUMAN	0	1091.731689	1096.842041	1148.187744	1079.73645	955.4555664	928.1577759	978.5697021	971.6046753	1087.785889	932.0515747	919.1570435	1022.536804	1005.668884
Q8IYB8	SUPV3L1	"ATP-dependent RNA helicase SUPV3L1, mitochondrial"	SUV3_HUMAN	0	364.0375977	333.9860535	329.3585205	392.4840698	342.3325806	320.0883789	305.1109314	292.4830322	301.9709167	284.1339722	299.1210632	318.7272949	331.5502319
Q8IYD1	GSPT2	Eukaryotic peptide chain release factor GTP-binding subunit ERF3B	ERF3B_HUMAN	0	554.940979	429.7442932	486.5387268	287.1373901	604.2091675	556.6010742	551.6356201	501.4472961	516.069519	509.0848389	NaN	564.5841064	387.5924683
Q8IYI6	EXOC8	Exocyst complex component 8	EXOC8_HUMAN	0	250.8470917	262.2362671	270.712616	221.21698	186.1835938	188.5621033	177.3213806	265.0596619	251.9387512	240.7458954	253.1605072	226.0343475	227.7395325
Q8IYL3	C1orf174	UPF0688 protein C1orf174	CA174_HUMAN	0	106.7240982	74.11316681	111.4167709	77.58712006	69.64767456	51.54705048	88.33415985	81.03561401	105.9013596	72.60321045	56.3228569	45.25906372	46.89514923
Q8IYQ7	THNSL1	Threonine synthase-like 1	THNS1_HUMAN	0	69.87435913	79.36665344	87.54174042	52.08762741	68.81651306	64.72438812	50.56409073	58.63525009	72.21337891	56.49918365	83.48054504	81.29680634	66.56027222
Q8IYS2	KIAA2013	Uncharacterized protein KIAA2013	K2013_HUMAN	0	162.7245026	164.2835388	204.5689392	173.890625	183.7661438	175.5500641	142.8671265	172.2904663	183.0496368	166.3245087	148.4488068	167.9724426	156.8058624
Q8IYU8	MICU2	"Calcium uptake protein 2, mitochondrial"	MICU2_HUMAN	0	63.48904037	68.85412598	69.66230011	69.19513702	63.08672714	102.2540131	79.13445282	62.57512283	67.16915894	65.20307159	66.4622345	50.72226334	59.65174484
Q8IZ07	ANKRD13A	Ankyrin repeat domain-containing protein 13A	AN13A_HUMAN	0	107.7861252	118.5076828	115.4312057	66.18097687	71.59094238	56.60404968	77.25885773	72.30145264	94.28659058	83.33640289	82.77606964	85.87608337	83.62950897
Q8IZ21	PHACTR4	Phosphatase and actin regulator 4	PHAR4_HUMAN	0	220.1976624	204.6154327	220.7989349	225.0755005	233.5671844	207.5904999	193.6031799	195.4420013	200.2242279	187.9859619	188.1118622	212.4421234	179.953186
Q8IZ52	CHPF	Chondroitin sulfate synthase 2	CHSS2_HUMAN	0	171.3629456	178.5219574	170.5939178	88.82492065	116.1197281	83.33717346	73.13526917	106.3109894	145.1874237	122.3393478	112.8204803	166.9008331	158.6398773
Q8IZ69	TRMT2A	tRNA (uracil-5-)-methyltransferase homolog A	TRM2A_HUMAN	0	406.3337097	419.7896729	419.3583374	348.211792	375.2481079	314.6765442	362.0084534	313.329071	347.307312	343.8580933	363.2984924	339.6112061	357.6542969
Q8IZ73	RPUSD2	Pseudouridylate synthase RPUSD2	RUSD2_HUMAN	0	116.7638779	117.2837219	134.6749573	121.063942	140.5860901	116.514061	91.33953857	120.36306	108.4058456	92.41928101	122.2551804	125.0301208	105.2275925
Q8IZ81	ELMOD2	ELMO domain-containing protein 2	ELMD2_HUMAN	0	647.1305542	741.8742065	680.9960938	667.4632568	605.3631592	484.343811	493.8467407	557.2817993	577.9412231	574.6430664	552.7438354	560.2491455	563.7796021
Q8IZ83	ALDH16A1	Aldehyde dehydrogenase family 16 member A1	A16A1_HUMAN	0	273.0136414	298.9378052	267.1583557	200.310257	226.7125549	191.881485	185.32901	239.7201385	230.6968231	220.7342682	214.410202	256.7935181	264.526123
Q8IZE3	SCYL3	Protein-associating with the carboxyl-terminal domain of ezrin	PACE1_HUMAN	0	128.2123566	80.89334869	81.6016922	40.98600006	47.09728622	48.56634521	34.62520981	63.08522415	44.55908203	50.31496811	63.55144501	55.19809341	62.20240402
Q8IZH2	XRN1	5'-3' exoribonuclease 1	XRN1_HUMAN	0	283.8909607	296.4917908	278.5233459	251.8072968	286.8434753	217.6706543	212.474411	233.6473389	243.5973969	263.1445923	238.2848053	254.3773193	258.138092
Q8IZL8	PELP1	"Proline-, glutamic acid- and leucine-rich protein 1"	PELP1_HUMAN	0	760.453064	726.3787842	732.5785522	727.5103149	700.7761841	712.9921265	709.7423706	740.2838135	775.7652588	792.005249	697.4065552	726.3643188	728.2271118
Q8IZP0	ABI1	Abl interactor 1	ABI1_HUMAN	0	325.6167297	362.3527222	327.1049194	389.5033569	384.6717224	562.4837036	475.4530029	364.3716125	387.8824158	366.0218506	386.0316162	372.9870911	391.8368835
Q8IZP9	ADGRG2	Adhesion G-protein coupled receptor G2	AGRG2_HUMAN	0	23.72203064	16.53809547	19.56074524	34.07349777	25.46057129	NaN	NaN	12.35658741	34.84356689	39.65822983	29.45303535	31.50434494	47.93063736
Q8IZQ1	WDFY3	WD repeat and FYVE domain-containing protein 3	WDFY3_HUMAN	0	57.47322845	38.7919426	NaN	45.73271942	41.46855164	59.30976868	38.63028717	51.77962494	66.07534027	NaN	NaN	NaN	49.0189476
Q8IZV5	RDH10	Retinol dehydrogenase 10	RDH10_HUMAN	0	213.045578	200.2688141	186.4445038	200.7517395	199.1337585	133.3086853	186.7248993	159.0971069	160.8979034	164.0758362	189.1595612	179.7684479	159.1179504
Q8IZW8	TNS4	Tensin-4	TENS4_HUMAN	0	195.334259	200.0952301	180.4818726	250.728775	249.9863892	227.3041382	273.2231445	189.7388153	178.6171112	189.5297699	176.9842224	192.9973297	198.9349365
Q8N0T1	RBIS	Ribosomal biogenesis factor	RBIS_HUMAN	0	NaN	299.4165955	217.2520294	198.4589691	NaN	101.5814133	115.9525757	194.6053009	198.2555389	214.5801086	290.0096436	253.7740936	232.3777618
Q8N0U8	VKORC1L1	Vitamin K epoxide reductase complex subunit 1-like protein 1	VKORL_HUMAN	0	380.0222168	340.8832397	337.5541382	99.03778076	197.9198456	156.8329315	307.1639099	314.1803284	339.0126343	414.3630981	314.8310547	313.0281067	361.6143494
Q8N0W3	FCSK	L-fucose kinase	FCSK_HUMAN	0.000319744	2298.764404	215.0041351	NaN	1546.058594	2044.32373	1931.510376	1471.643066	1461.151123	1541.708984	1102.552734	1440.790405	1361.428467	1933.351074
Q8N0X4	CLYBL	"Citramalyl-CoA lyase, mitochondrial"	CLYBL_HUMAN	0	159.3901215	185.2690582	127.6503296	98.39110565	NaN	93.4079895	NaN	NaN	127.9616699	120.9945526	152.3874207	123.2910004	NaN
Q8N0X7	SPART	Spartin	SPART_HUMAN	0	503.8994446	408.3982544	476.6575928	337.9552002	346.9987183	459.7686462	340.8310547	422.7758789	385.6997681	410.0290833	441.5805969	442.1075134	442.1465149
Q8N0Z6	TTC5	Tetratricopeptide repeat protein 5	TTC5_HUMAN	0	85.10212708	86.17458344	99.45183563	76.25805664	87.07580566	115.2973938	87.07880402	96.20723724	77.483078	72.45644379	46.96632767	83.25751495	94.58043671
Q8N108	MIER1	Mesoderm induction early response protein 1	MIER1_HUMAN	0	256.020752	235.6015015	245.0189362	205.6010437	169.8177185	161.712265	198.5437927	188.9181213	188.4545593	197.3068695	217.7309723	224.7174683	220.367691
Q8N122	RPTOR	Regulatory-associated protein of mTOR	RPTOR_HUMAN	0	317.9102783	325.175293	314.7539063	310.5161133	321.2266235	313.2587585	321.5961609	274.3083801	276.1619873	277.7409668	301.2667847	300.1730652	273.2937622
Q8N128	FAM177A1	Protein FAM177A1	F177A_HUMAN	0	297.0483704	265.4360657	243.7279053	170.7297363	155.632782	169.7171936	198.7742157	209.7406006	228.6502838	195.1197968	203.3316498	212.6925812	221.418045
Q8N129	CNPY4	Protein canopy homolog 4	CNPY4_HUMAN	0	188.4820862	215.7275238	242.3585663	179.6176453	170.2151794	150.2390594	161.2433319	195.3709412	204.6645203	210.1186981	202.7253418	211.680542	193.6745148
Q8N131	TMEM123	Porimin	PORIM_HUMAN	0	282.623291	384.6190186	310.1460266	134.7859039	93.90650177	201.0847931	NaN	346.342041	326.5325623	265.162384	248.4020844	373.6071472	285.0085144
Q8N142	ADSS1	Adenylosuccinate synthetase isozyme 1	PURA1_HUMAN	0	62.99305344	62.1174469	55.40245819	58.44232178	67.13787842	109.0637894	95.65802002	79.25808716	55.5468483	63.91427612	68.35139465	37.9376564	51.10084534
Q8N163	CCAR2	Cell cycle and apoptosis regulator protein 2	CCAR2_HUMAN	0	1308.859009	1406.640137	1287.655396	1231.366455	1328.618774	1106.823975	1150.229004	1381.768555	1377.834229	1322.163574	1373.041382	1255.133667	1352.40625
Q8N183	NDUFAF2	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 2	NDUF2_HUMAN	0	1047.756714	1034.802856	1107.375977	1050.149414	1092.350708	812.5445557	896.2223511	888.2340698	905.7210693	979.9185181	910.6434937	1003.778137	953.5186768
Q8N196	SIX5	Homeobox protein SIX5	SIX5_HUMAN	0.000474458	NaN	38.33878326	38.02849197	61.33180237	69.51674652	57.08069229	51.55834961	38.23374557	NaN	NaN	NaN	44.62398911	51.78644943
Q8N1B4	VPS52	Vacuolar protein sorting-associated protein 52 homolog	VPS52_HUMAN	0	396.475769	387.6238403	382.6468506	326.746582	315.4776001	364.7835693	353.500824	364.9838562	331.6650696	347.627594	355.7089844	368.8837891	376.1737366
Q8N1F7	NUP93	Nuclear pore complex protein Nup93	NUP93_HUMAN	0	1424.194092	1412.065796	1360.462158	1258.371216	1295.208374	1227.098633	1254.987305	1583.493652	1545.431885	1497.428833	1384.175171	1442.17041	1376.786865
Q8N1F8	STK11IP	Serine/threonine-protein kinase 11-interacting protein	S11IP_HUMAN	0	195.3878937	178.2009735	189.8927612	158.3457336	145.2977142	135.3135681	135.1843872	150.2009888	168.6422272	153.6782837	187.821106	151.2744446	186.894043
Q8N1G2	CMTR1	Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1	CMTR1_HUMAN	0	110.3882523	94.18823242	100.5077896	88.14037323	96.06643677	86.15167999	77.03004456	99.16079712	98.22142029	97.91121674	98.44844818	92.02388	97.85424042
Q8N1G4	LRRC47	Leucine-rich repeat-containing protein 47	LRC47_HUMAN	0	1858.211426	1947.631348	1919.980103	1391.483032	1332.770508	1413.733643	1469.345337	1847.847412	1749.485229	1622.818359	1802.786255	1804.115356	1695.873779
Q8N1Q1	CA13	Carbonic anhydrase 13	CAH13_HUMAN	0	27.60502052	23.49593353	15.34667873	29.07629204	26.25056839	23.9908123	30.33878708	26.9791069	14.75026512	17.75589371	19.03894615	17.95038223	16.07242775
Q8N201	INTS1	Integrator complex subunit 1	INT1_HUMAN	0	400.2749329	350.5085754	356.0513916	298.0675964	294.6156311	253.422348	210.2909546	296.6852417	291.8076477	318.9754639	301.6537781	301.3278198	318.3474426
Q8N2F6	ARMC10	Armadillo repeat-containing protein 10	ARM10_HUMAN	0	209.3071442	192.2051239	214.3646851	165.7723999	102.4379654	106.8012085	98.88757324	162.5396118	142.9358826	93.90646362	159.855423	120.6314163	98.85703278
Q8N2H3	PYROXD2	Pyridine nucleotide-disulfide oxidoreductase domain-containing protein 2	PYRD2_HUMAN	0	68.402771	57.83724976	60.84539795	38.06365967	30.79598808	41.21640015	40.5785408	64.02729034	64.62957764	53.16654587	65.54088593	69.32598114	57.47823715
Q8N2K0	ABHD12	Lysophosphatidylserine lipase ABHD12	ABD12_HUMAN	0	251.2509003	263.6036377	274.4745483	194.2711945	201.8963013	148.1738129	146.8438416	208.6243591	213.2001953	228.1811676	223.0998383	249.8085632	247.2013702
Q8N2U0	TMEM256	Transmembrane protein 256	TM256_HUMAN	0	161.2954712	132.4180145	109.6749649	161.1787567	157.6072845	170.9414673	203.5955658	139.146637	158.7063751	218.8094177	179.7233887	140.8501282	148.1157532
Q8N335	GPD1L	Glycerol-3-phosphate dehydrogenase 1-like protein	GPD1L_HUMAN	0	461.8390503	441.3848877	475.9981384	453.6824951	361.2069702	419.4257507	431.3833008	496.9552917	548.6472168	451.6978455	463.3395386	457.925354	440.4522705
Q8N357	SLC35F6	Solute carrier family 35 member F6	S35F6_HUMAN	0	73.32436371	59.51895523	79.13738251	52.16808319	40.94444656	49.00144958	57.83625793	60.67451477	52.8886795	61.54283142	49.48262787	46.67663956	47.88491058
Q8N392	ARHGAP18	Rho GTPase-activating protein 18	RHG18_HUMAN	0	1871.226074	1866.637939	1795.657104	1703.229858	1435.352783	1412.403809	1339.666992	1577.324097	1639.106079	1698.855469	1624.916748	1788.400024	1744.860352
Q8N3C0	ASCC3	Activating signal cointegrator 1 complex subunit 3	ASCC3_HUMAN	0	595.6746216	602.8971558	576.1515503	490.6212769	494.6834106	465.1983643	455.580719	516.9636841	544.0681152	538.3121338	550.5015259	554.6966553	560.4293823
Q8N3D4	EHBP1L1	EH domain-binding protein 1-like protein 1	EH1L1_HUMAN	0	169.6656494	176.2991028	172.7174835	160.1173706	184.7769775	165.4228058	172.812088	183.361618	161.4827728	145.8180237	170.2988586	151.4622345	164.7459869
Q8N3E9	PLCD3	"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-3"	PLCD3_HUMAN	0	94.13380432	108.5071106	91.37274933	129.0099487	151.6074066	131.3838043	124.7635574	91.39322662	103.0068207	105.8664017	96.6428299	85.47337341	93.92245483
Q8N3R9	PALS1	Protein PALS1	PALS1_HUMAN	0	152.404953	151.3852081	181.3419952	158.0071564	160.4188232	164.1664429	140.5413361	140.2203674	160.4107361	129.9130402	154.4667053	125.4877396	162.9779663
Q8N3U4	STAG2	Cohesin subunit SA-2	STAG2_HUMAN	0	702.0897217	721.5209961	650.4697266	667.7659912	607.1674805	697.0427856	688.2427979	829.1740723	710.9592896	733.2943115	651.3455811	678.4317627	669.2911987
Q8N3V7	SYNPO	Synaptopodin	SYNPO_HUMAN	0	271.5704346	307.0000305	347.1045532	286.2462769	287.7890015	294.0458984	270.2845764	271.727356	256.5790405	244.9944916	253.0079346	272.9372253	264.1097717
Q8N3X1	FNBP4	Formin-binding protein 4	FNBP4_HUMAN	0	433.8677063	456.4552917	422.5988464	436.0170288	357.2722473	399.2806091	357.2839355	392.3747253	393.3523865	363.3808289	395.7576904	372.875885	426.716217
Q8N3Z3	GTPBP8	GTP-binding protein 8	GTPB8_HUMAN	0	342.3739929	168.9779053	199.2845917	120.2868729	106.1391907	148.6034851	109.3930969	140.8513489	106.8404999	105.5282364	NaN	136.5443268	171.055954
Q8N488	RYBP	RING1 and YY1-binding protein	RYBP_HUMAN	0	31.12824631	42.89257431	16.6402092	18.79815292	26.43234253	35.83875656	21.25419998	27.27584648	23.83739281	29.90079308	43.12240601	31.23130226	38.9043808
Q8N490	PNKD	Probable hydrolase PNKD	PNKD_HUMAN	0	484.2736816	497.2914734	536.5449219	304.9689636	168.1567078	210.3882751	199.1756744	329.9016724	284.7180786	330.1412659	395.3439941	436.0162354	482.8960876
Q8N4C8	MINK1	Misshapen-like kinase 1	MINK1_HUMAN	0	33.19212341	19.36464882	37.86483765	41.16817856	37.31261063	58.30725861	31.68593216	28.26114464	20.03674507	37.76185989	22.40219879	29.19756126	27.78918839
Q8N4H5	TOMM5	Mitochondrial import receptor subunit TOM5 homolog	TOM5_HUMAN	0	279.8590393	291.3762512	290.9344482	468.0220642	271.050415	328.4972534	228.5349731	408.5535278	428.3530884	407.5025635	311.59198	332.3148804	273.8395081
Q8N4J0	CARNMT1	Carnosine N-methyltransferase	CARME_HUMAN	0	281.8225098	208.62677	215.6877594	222.6227417	184.2580566	185.3901367	208.877594	157.1312866	159.615509	187.1116943	131.6264191	132.6866455	165.5180817
Q8N4Q0	PTGR3	Prostaglandin reductase 3	PTGR3_HUMAN	0	165.0344849	183.2982941	183.53862	206.2239227	222.8716431	187.2602386	209.4044952	172.6262207	142.7046661	164.3405457	166.6494446	170.7397461	187.0026398
Q8N4Q1	CHCHD4	Mitochondrial intermembrane space import and assembly protein 40	MIA40_HUMAN	0	134.6590576	121.2643814	142.0636749	114.0338058	129.3776703	115.1655273	147.3440552	155.9989929	138.4993439	133.4983521	139.5416718	134.6691132	117.0047073
Q8N4T8	CBR4	3-oxoacyl-[acyl-carrier-protein] reductase	CBR4_HUMAN	0	272.3754578	321.5360107	291.4678345	163.3548889	175.2142029	245.3740387	150.0008545	211.9027405	237.507843	247.7799225	232.0469666	202.0756226	224.2571564
Q8N4V1	MMGT1	ER membrane protein complex subunit 5	EMC5_HUMAN	0	193.7607269	210.0481873	204.9266052	191.0445404	207.1565857	187.294342	177.963028	168.0351257	152.3718719	128.7084656	188.9263763	182.0670929	137.6485596
Q8N531	FBXL6	F-box/LRR-repeat protein 6	FBXL6_HUMAN	0	70.14792633	73.82550812	92.42442322	63.47025681	31.269207	58.76712799	41.81176758	62.43463898	66.99979401	68.1950531	76.9551239	91.77059937	120.3408661
Q8N543	OGFOD1	Prolyl 3-hydroxylase OGFOD1	OGFD1_HUMAN	0	400.8803101	389.1548767	420.1422119	525.5996704	506.6190491	436.1759338	443.260376	380.6932678	370.7717896	357.1921997	348.9290161	373.0720215	346.4584961
Q8N556	AFAP1	Actin filament-associated protein 1	AFAP1_HUMAN	0	422.1902161	409.168335	411.4122009	344.9607544	175.3618927	257.4639893	234.3791809	333.9101257	317.731781	338.524353	343.0566406	358.2262878	365.4110718
Q8N567	ZCCHC9	Zinc finger CCHC domain-containing protein 9	ZCHC9_HUMAN	0.000160565	NaN	NaN	NaN	158.533844	201.2145691	137.8231964	151.5962524	NaN	NaN	133.8716278	147.4611511	NaN	161.0430756
Q8N573	OXR1	Oxidation resistance protein 1	OXR1_HUMAN	0	276.0308533	236.0218048	212.3606567	262.5383301	279.9837646	295.9573364	392.2609863	237.9779053	237.1105652	216.053009	254.0979919	218.819046	228.4321899
Q8N584	TTC39C	Tetratricopeptide repeat protein 39C	TT39C_HUMAN	0	445.159729	428.0684509	421.9295349	380.4275818	406.2963867	366.153595	363.7411194	433.2313232	421.1081543	451.0231323	445.6191711	437.6040649	424.0799561
Q8N5A5	ZGPAT	Zinc finger CCCH-type with G patch domain-containing protein	ZGPAT_HUMAN	0	183.1579895	169.7917938	160.9908752	177.1554565	168.2501678	126.879982	121.4754944	147.6755524	125.1203308	126.2762756	154.0929108	146.0187988	166.8093872
Q8N5C6	SRBD1	S1 RNA-binding domain-containing protein 1	SRBD1_HUMAN	0	117.4337845	115.8331451	115.9180832	114.2347412	182.6485138	100.2157745	120.7507401	102.7385483	91.56504059	91.21018982	86.20029449	115.7441788	49.81850815
Q8N5F7	NKAP	NF-kappa-B-activating protein	NKAP_HUMAN	0.003741231	NaN	NaN	7.901511669	11.11455917	NaN	11.12822819	15.07339478	7.431231022	9.965509415	13.63566494	NaN	NaN	11.92705536
Q8N5G0	SMIM20	Small integral membrane protein 20	SIM20_HUMAN	0	348.694397	336.5165405	321.8522034	324.9841919	382.2946777	340.0991516	336.3436279	268.5970459	243.8169861	329.6871033	264.1452637	294.318634	304.2220459
Q8N5H3	FAM89B	Leucine repeat adapter protein 25	LRA25_HUMAN	0	65.28381348	80.87356567	59.40700531	41.96086502	32.93717957	35.64125824	35.49720383	56.28137207	46.0018959	54.77853775	63.99366379	92.37363434	82.22052765
Q8N5I2	ARRDC1	Arrestin domain-containing protein 1	ARRD1_HUMAN	0	224.5748596	246.5239258	199.0106506	165.2111664	112.1480865	154.965744	146.1215363	199.8485565	176.3670349	187.0390472	184.9294739	145.112381	149.968399
Q8N5I4	DHRSX	Dehydrogenase/reductase SDR family member on chromosome X	DHRSX_HUMAN	0	63.28785324	49.70976639	63.04859543	69.04859161	78.95474243	85.54203796	77.03840637	45.04943848	88.06557465	61.60668945	103.4965439	80.97022247	67.93766022
Q8N5K1	CISD2	CDGSH iron-sulfur domain-containing protein 2	CISD2_HUMAN	0	958.0314941	909.5511475	953.5383301	921.701355	753.7366943	690.6353149	783.8769531	723.1659546	812.100769	842.27771	836.1633301	876.7035522	836.9362793
Q8N5L8	RPP25L	Ribonuclease P protein subunit p25-like protein	RP25L_HUMAN	0	699.3256836	673.1176758	638.6472778	353.8835449	252.3085022	247.7432709	208.0510864	285.292511	328.4653015	390.3673096	448.5736389	486.5149841	471.5085449
Q8N5M1	ATPAF2	ATP synthase mitochondrial F1 complex assembly factor 2	ATPF2_HUMAN	0	253.6064758	239.071167	235.7110443	242.7189026	255.7086639	265.429718	248.2346039	256.8199463	246.5689545	242.3166809	241.3921204	215.7173767	233.0243988
Q8N5M4	TTC9C	Tetratricopeptide repeat protein 9C	TTC9C_HUMAN	0	333.5440674	464.4668884	433.7254028	365.7443542	415.9875793	396.9295654	414.3172607	357.5403748	354.8650208	345.2865906	301.1203918	347.9507446	320.4847107
Q8N5M9	JAGN1	Protein jagunal homolog 1	JAGN1_HUMAN	0	242.4474487	274.5960083	219.3703461	112.6584778	98.1475296	71.51023102	96.99452972	217.2693024	188.8787231	200.9642639	170.6052246	179.1524963	207.761673
Q8N5N7	MRPL50	"39S ribosomal protein L50, mitochondrial"	RM50_HUMAN	0	630.6251831	595.8641968	559.5646973	527.6698608	595.2108765	480.8641357	491.5390015	511.8065491	472.6130066	500.5668335	460.6427612	554.5376587	561.277771
Q8N5P1	ZC3H8	Zinc finger CCCH domain-containing protein 8	ZC3H8_HUMAN	0	144.8342743	210.0935669	99.25428772	176.868454	134.6035461	81.94947052	95.4959259	56.74933624	77.97686005	48.43222427	81.62480927	183.1616211	96.32592773
Q8N5S9	CAMKK1	Calcium/calmodulin-dependent protein kinase kinase 1	KKCC1_HUMAN	0	185.1815948	191.3424988	162.184494	137.0502472	78.97718811	69.49450684	71.93764496	109.4926987	126.6630707	142.2727509	93.49956512	108.7523575	135.1235657
Q8N5V2	NGEF	Ephexin-1	NGEF_HUMAN	0.004503106	NaN	28.94907761	10.71660614	24.47893715	NaN	15.80897522	22.59188652	NaN	NaN	NaN	NaN	NaN	NaN
Q8N5Y8	PARP16	Protein mono-ADP-ribosyltransferase PARP16	PAR16_HUMAN	0	104.2506485	114.7957458	97.79701996	84.72954559	121.2615967	90.29695129	113.1576385	107.0240707	82.16960907	104.5218735	114.1675949	99.55327606	63.94194794
Q8N668	COMMD1	COMM domain-containing protein 1	COMD1_HUMAN	0	156.8928375	143.1014252	147.6180573	211.8063202	206.5652161	162.6289215	140.7325592	90.74069214	112.2717133	111.1290817	126.9093018	140.9694214	130.3907166
Q8N684	CPSF7	Cleavage and polyadenylation specificity factor subunit 7	CPSF7_HUMAN	0	1061.868164	1043.99939	1081.062256	834.689209	827.3930664	869.8357544	820.4960327	1094.79187	1012.768616	982.9240112	941.7974854	985.5736694	912.8029175
Q8N697	SLC15A4	Solute carrier family 15 member 4	S15A4_HUMAN	0	48.24232483	54.81254578	58.79253769	63.67300034	49.34385681	74.04324341	102.7967453	63.69169617	61.53726578	84.24464417	NaN	62.88809204	72.39628601
Q8N6G5	CSGALNACT2	Chondroitin sulfate N-acetylgalactosaminyltransferase 2	CGAT2_HUMAN	0	95.54969025	84.0300293	58.30635071	19.54000664	50.7297821	33.75216675	49.20411682	NaN	66.18691254	60.3045845	NaN	69.70739746	32.69538116
Q8N6H7	ARFGAP2	ADP-ribosylation factor GTPase-activating protein 2	ARFG2_HUMAN	0	700.1271362	619.2124634	621.8283081	491.5444336	493.9264832	452.3008728	475.887207	572.3787231	577.762207	634.6977539	594.3811646	589.6922607	601.0194702
Q8N6L1	KRTCAP2	Keratinocyte-associated protein 2	KTAP2_HUMAN	0	201.0332642	493.9309082	554.9577026	88.76985931	40.43026352	162.5489502	112.1555023	431.9894104	363.3218689	94.1091156	343.8439941	455.5973206	432.4512329
Q8N6M0	OTUD6B	Deubiquitinase OTUD6B	OTU6B_HUMAN	0	308.0063477	312.1942749	323.9544067	308.7228394	333.2294922	414.6000977	406.4976196	328.8067017	411.4573059	315.307373	301.8132019	266.3422852	269.4607544
Q8N6N3	C1orf52	UPF0690 protein C1orf52	CA052_HUMAN	0	326.9832764	275.3309326	275.4960022	220.1750336	264.2151794	172.375061	182.2898407	197.7393646	228.3930511	229.1238556	208.2468872	198.6806488	252.5484924
